COG,KO,COG2,COG3,COG4,func,name
COG3216,K09928,,,NA,S,Uncharacterized conserved protein, DUF2062 family
COG3217,K07140,,,NA,R,Uncharacterized conserved protein YcbX, contains MOSC and Fe-S domains
COG3219,K09929,,,NA,S,Uncharacterized protein
COG3220,K09930,,,NA,S,Uncharacterized conserved protein, UPF0276 family
COG3221,K02044,,,NA,P,ABC-type phosphate/phosphonate transport system, periplasmic component
COG3222,K09931,,,NA,S,Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family
COG3223,K13256,,,NA,R,Phosphate starvation-inducible membrane PsiE (function unknown)
COG3224,K09932,,,NA,R,Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme
COG3227,K19351,,,NA,O,Zn-dependent metalloprotease
COG3227,K08777,,,NA,O,Zn-dependent metalloprotease
COG3227,K20274,,,NA,O,Zn-dependent metalloprotease
COG3227,K20273,,,NA,O,Zn-dependent metalloprotease
COG3227,K01399,,,NA,O,Zn-dependent metalloprotease
COG3227,K08603,,,NA,O,Zn-dependent metalloprotease
COG3227,K01400,,,NA,O,Zn-dependent metalloprotease
COG3227,K01401,,,NA,O,Zn-dependent metalloprotease
COG3227,K08604,,,NA,O,Zn-dependent metalloprotease
COG3227,K08605,,,NA,O,Zn-dependent metalloprotease
COG3228,K09933,,,NA,T,Mlc titration factor MtfA, regulates ptsG expression
COG3230,K07215,,,NA,P,Heme oxygenase
COG3231,K19300,,,NA,J,Aminoglycoside phosphotransferase
COG3231,K00897,,,NA,J,Aminoglycoside phosphotransferase
COG3232,K01826,,,NA,E,5-carboxymethyl-2-hydroxymuconate isomerase
COG3233,K06986,,,NA,R,Predicted deacetylase
COG3234,K09934,,,NA,S,Uncharacterized conserved protein YfaT, DUF1175 family
COG3236,K09935,,,NA,O,Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family
COG3238,K09936,,,NA,S,Uncharacterized membrane protein YdcZ, DUF606 family
COG3239,K22769,,,NA,I,Fatty acid desaturase
COG3239,K00508,,,NA,I,Fatty acid desaturase
COG3239,K02294,,,NA,I,Fatty acid desaturase
COG3239,K10255,,,NA,I,Fatty acid desaturase
COG3239,K22875,,,NA,I,Fatty acid desaturase
COG3240,K21831,,,NA,IR,Phospholipase/lecithinase/hemolysin
COG3240,K15349,,,NA,IR,Phospholipase/lecithinase/hemolysin
COG3240,K12686,,,NA,IR,Phospholipase/lecithinase/hemolysin
COG3240,K11018,,,NA,IR,Phospholipase/lecithinase/hemolysin
COG3242,K09937,,,NA,S,Uncharacterized conserved protein YjeT, DUF2065 family
COG3243,K03821,,,NA,I,Poly(3-hydroxyalkanoate) synthetase
COG3247,K21908,,,NA,S,Uncharacterized membrane protein HdeD, DUF308 family
COG3248,K05517,,,NA,M,Nucleoside-specific outer membrane channel protein Tsx
COG3249,K09938,,,NA,S,Uncharacterized protein
COG3250,K01190,,,NA,G,Beta-galactosidase/beta-glucuronidase
COG3250,K12111,,,NA,G,Beta-galactosidase/beta-glucuronidase
COG3250,K01195,,,NA,G,Beta-galactosidase/beta-glucuronidase
COG3251,K05375,,,NA,S,Uncharacterized conserved protein YbdZ, MbtH family
COG3252,K01499,,,NA,H,Methenyltetrahydromethanopterin cyclohydrolase
COG3253,K09162,,,NA,P,Chlorite dismutase
COG3253,K00435,,,NA,P,Chlorite dismutase
COG3254,K03534,,,NA,M,L-rhamnose mutarotase
COG3256,K04561,,,NA,P,Nitric oxide reductase large subunit
COG3257,K14977,,,NA,S,Uncharacterized protein, possibly involved in glyoxylate utilization
COG3258,K17222,,,NA,C,Cytochrome c
COG3258,K22622,,,NA,C,Cytochrome c
COG3258,K19713,,,NA,C,Cytochrome c
COG3259,K00440,,,NA,C,Coenzyme F420-reducing hydrogenase, alpha subunit
COG3259,K14126,,,NA,C,Coenzyme F420-reducing hydrogenase, alpha subunit
COG3260,K14122,,,NA,C,Ni,Fe-hydrogenase III small subunit
COG3260,K15832,,,NA,C,Ni,Fe-hydrogenase III small subunit
COG3260,K14088,,,NA,C,Ni,Fe-hydrogenase III small subunit
COG3260,K12144,,,NA,C,Ni,Fe-hydrogenase III small subunit
COG3260,K14105,,,NA,C,Ni,Fe-hydrogenase III small subunit
COG3261,K14106,,,NA,C,Ni,Fe-hydrogenase III large subunit
COG3261,K14123,,,NA,C,Ni,Fe-hydrogenase III large subunit
COG3261,K14090,,,NA,C,Ni,Fe-hydrogenase III large subunit
COG3263,K11105,,,NA,CP,NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains
COG3264,K22051,,,NA,M,Small-conductance mechanosensitive channel
COG3264,K05802,,,NA,M,Small-conductance mechanosensitive channel
COG3265,K00851,,,NA,G,Gluconate kinase
COG3266,K03112,,,NA,D,Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain
COG3267,K12283,,,NA,U,Type II secretory pathway, component ExeA (predicted ATPase)
COG3267,K02450,,,NA,U,Type II secretory pathway, component ExeA (predicted ATPase)
COG3268,K12445,,,NA,S,Uncharacterized conserved protein, related to short-chain dehydrogenases
COG3271,K06992,,,NA,R,Predicted double-glycine peptidase
COG3275,K07704,,,NA,T,Sensor histidine kinase, LytS/YehU family
COG3275,K02478,,,NA,T,Sensor histidine kinase, LytS/YehU family
COG3276,K03833,,,NA,J,Selenocysteine-specific translation elongation factor
COG3277,K07569,,,NA,J,rRNA processing protein Gar1
COG3278,K00404,,,NA,C,Cbb3-type cytochrome oxidase, subunit 1
COG3279,K11641,,,NA,KT,DNA-binding response regulator, LytR/AlgR family
COG3279,K08083,,,NA,KT,DNA-binding response regulator, LytR/AlgR family
COG3279,K02477,,,NA,KT,DNA-binding response regulator, LytR/AlgR family
COG3279,K07705,,,NA,KT,DNA-binding response regulator, LytR/AlgR family
COG3279,K21696,,,NA,KT,DNA-binding response regulator, LytR/AlgR family
COG3280,K06044,,,NA,G,Maltooligosyltrehalose synthase
COG3281,K16146,,,NA,G,Predicted trehalose synthase
COG3283,K03721,,,NA,KE,Transcriptional regulator of aromatic amino acids metabolism
COG3284,K21405,,,NA,K,Transcriptional regulator of acetoin/glycerol metabolism
COG3286,K09742,,,NA,S,Uncharacterized protein
COG3288,K00324,,,NA,C,NAD/NADP transhydrogenase alpha subunit
COG3290,K11640,,,NA,T,Sensor histidine kinase regulating citrate/malate metabolism
COG3290,K07701,,,NA,T,Sensor histidine kinase regulating citrate/malate metabolism
COG3290,K07700,,,NA,T,Sensor histidine kinase regulating citrate/malate metabolism
COG3290,K11637,,,NA,T,Sensor histidine kinase regulating citrate/malate metabolism
COG3290,K11691,,,NA,T,Sensor histidine kinase regulating citrate/malate metabolism
COG3290,K11614,,,NA,T,Sensor histidine kinase regulating citrate/malate metabolism
COG3290,K02476,,,NA,T,Sensor histidine kinase regulating citrate/malate metabolism
COG3291,K01337,,,NA,S,PKD repeat
COG3293,K07492,,,NA,X,Transposase
COG3294,K09163,,,NA,R,Metal-dependent phosphatase/phosphodiesterase, HD supefamily
COG3295,K09939,,,NA,S,Uncharacterized protein
COG3296,K09940,,,NA,S,Uncharacterized conserved protein, Tic20 family
COG3297,K02461,,,NA,U,Type II secretory pathway, component PulL
COG3298,K07501,,,NA,L,Predicted 3'-5' exonuclease related to the exonuclease domain of PolB
COG3301,K04015,,,NA,P,Formate-dependent nitrite reductase, membrane component NrfD
COG3301,K16294,,,NA,P,Formate-dependent nitrite reductase, membrane component NrfD
COG3301,K17221,,,NA,P,Formate-dependent nitrite reductase, membrane component NrfD
COG3302,K07312,,,NA,C,DMSO reductase anchor subunit
COG3302,K07308,,,NA,C,DMSO reductase anchor subunit
COG3303,K03385,,,NA,P,Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit
COG3306,K07270,,,NA,M,Glycosyltransferase involved in LPS biosynthesis, GR25 family
COG3307,K16567,,,NA,M,O-antigen ligase
COG3307,K13009,,,NA,M,O-antigen ligase
COG3307,K18814,,,NA,M,O-antigen ligase
COG3307,K02847,,,NA,M,O-antigen ligase
COG3310,K09941,,,NA,S,Uncharacterized protein
COG3311,K07733,,,NA,KX,Predicted DNA-binding transcriptional regulator AlpA
COG3312,K02116,,,NA,C,FoF1-type ATP synthase assembly protein I
COG3313,K06938,,,NA,R,Predicted Fe-S protein YdhL, DUF1289 family
COG3315,K15971,,,NA,Q,O-Methyltransferase involved in polyketide biosynthesis
COG3316,K18320,,,NA,X,Transposase (or an inactivated derivative)
COG3316,K07498,,,NA,X,Transposase (or an inactivated derivative)
COG3317,K07287,,,NA,S,Uncharacterized lipoprotein
COG3318,K07039,,,NA,S,Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif
COG3321,K12434,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12435,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12431,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12430,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12432,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K15328,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12443,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12436,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12440,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12442,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K04790,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K11628,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12438,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K22714,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12441,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12437,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12444,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K21783,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12439,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K04791,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3321,K12433,,,NA,Q,Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3324,K06996,,,NA,R,Predicted enzyme related to lactoylglutathione lyase
COG3325,K01183,,,NA,G,Chitinase, GH18 family
COG3325,K21606,,,NA,G,Chitinase, GH18 family
COG3327,K02616,,,NA,K,DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)
COG3328,K07493,,,NA,X,Transposase (or an inactivated derivative)
COG3329,K07086,,,NA,S,Uncharacterized conserved protein
COG3330,K09942,,,NA,S,Uncharacterized conserved protein
COG3331,K03700,,,NA,R,Penicillin-binding protein-related factor A, putative recombinase
COG3333,K07793,,,NA,R,TctA family transporter
COG3335,K07494,,,NA,X,Transposase
COG3336,K02351,,,NA,CO,Cytochrome c oxidase assembly factor CtaG
COG3336,K02862,,,NA,CO,Cytochrome c oxidase assembly factor CtaG
COG3337,K19141,,,NA,V,CRISPR/Cas system CMR-associated protein Cmr5, small subunit
COG3338,K01674,,,NA,P,Carbonic anhydrase
COG3340,K05995,,,NA,E,Peptidase E
COG3341,K06993,,,NA,R,RNase HI-related protein, contains viroplasmin and RNaseH domains
COG3343,K03048,,,NA,K,DNA-directed RNA polymerase, delta subunit
COG3344,K20170,,,NA,X,Retron-type reverse transcriptase
COG3344,K00986,,,NA,X,Retron-type reverse transcriptase
COG3345,K07407,,,NA,G,Alpha-galactosidase
COG3346,K14998,,,NA,O,Cytochrome oxidase assembly protein ShyY1
COG3349,K20086,,,NA,R,Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster
COG3349,K00514,,,NA,R,Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster
COG3349,K02293,,,NA,R,Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster
COG3351,K07327,,,NA,N,Archaellum component FlaD/FlaE
COG3351,K07328,,,NA,N,Archaellum component FlaD/FlaE
COG3352,K07822,,,NA,N,Archaellum component FlaC
COG3353,K07329,,,NA,N,Archaellum component FlaF, FlaF/FlaG flagellin family
COG3354,K07330,,,NA,N,Archaellum component FlaG, FlaF/FlaG flagellin family
COG3356,K08979,,,NA,I,Predicted membrane-associated lipid hydrolase, neutral ceramidase superfamily
COG3357,K07743,,,NA,K,Predicted transcriptional regulator containing an HTH domain fused to a Zn-ribbon
COG3358,K09164,,,NA,S,Uncharacterized conserved protein, DUF1684 family
COG3359,K07502,,,NA,R,Uncharacterized conserved protein YprB, contains RNaseH-like and TPR domains
COG3360,K09165,,,NA,R,Flavin-binding protein dodecin
COG3361,K09166,,,NA,S,Uncharacterized protein YqjF, DUF2071 family
COG3363,K11176,,,NA,F,Archaeal IMP cyclohydrolase
COG3364,K07163,,,NA,R,Predicted  nucleic acid-binding protein, contains Zn-ribbon domain
COG3365,K09743,,,NA,S,Uncharacterized protein
COG3368,K07087,,,NA,R,Predicted permease
COG3372,K09744,,,NA,R,Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair
COG3373,K09745,,,NA,K,Predicted transcriptional regulator, contains HTH domain
COG3374,K08980,,,NA,S,Uncharacterized membrane protein
COG3376,K07241,,,NA,P,High-affinity nickel permease
COG3380,K06955,,,NA,R,Predicted NAD/FAD-dependent oxidoreductase
COG3381,K03533,,,NA,O,Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation
COG3383,K05299,,,NA,R,Predicted molibdopterin-dependent oxidoreductase YjgC
COG3383,K22516,,,NA,R,Predicted molibdopterin-dependent oxidoreductase YjgC
COG3383,K22341,,,NA,R,Predicted molibdopterin-dependent oxidoreductase YjgC
COG3384,K00455,,,NA,Q,Aromatic ring-opening dioxygenase, catalytic subunit, LigB family
COG3385,K07495,,,NA,X,IS4 transposase
COG3386,K01053,,,NA,G,Sugar lactone lactonase YvrE
COG3386,K13874,,,NA,G,Sugar lactone lactonase YvrE
COG3386,K02352,,,NA,G,Sugar lactone lactonase YvrE
COG3386,K22217,,,NA,G,Sugar lactone lactonase YvrE
COG3386,K14274,,,NA,G,Sugar lactone lactonase YvrE
COG3387,K22308,,,NA,G,Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family
COG3387,K01178,,,NA,G,Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family
COG3387,K22934,,,NA,G,Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family
COG3390,K09746,,,NA,L,Replication protein A (RPA) family protein
COG3391,K19345,,,NA,R,DNA-binding beta-propeller fold protein YncE
COG3391,K20932,,,NA,R,DNA-binding beta-propeller fold protein YncE
COG3392,K07318,,,NA,L,Adenine-specific DNA methylase
COG3393,K06976,,,NA,R,Predicted acetyltransferase, GNAT family
COG3393,K18854,,,NA,R,Predicted acetyltransferase, GNAT family
COG3394,K03478,,,NA,S,Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family
COG3395,K21948,,,NA,S,Uncharacterized conserved protein YgbK, DUF1537 family
COG3395,K22129,,,NA,S,Uncharacterized conserved protein YgbK, DUF1537 family
COG3396,K02609,,,NA,Q,1,2-phenylacetyl-CoA epoxidase, catalytic subunit
COG3396,K02611,,,NA,Q,1,2-phenylacetyl-CoA epoxidase, catalytic subunit
COG3397,K21712,,,NA,R,Predicted carbohydrate-binding protein, contains CBM5 and CBM33 domains
COG3397,K21713,,,NA,R,Predicted carbohydrate-binding protein, contains CBM5 and CBM33 domains
COG3397,K03933,,,NA,R,Predicted carbohydrate-binding protein, contains CBM5 and CBM33 domains
COG3399,K09943,,,NA,S,Uncharacterized protein
COG3400,K09944,,,NA,S,Uncharacterized protein
COG3401,K06882,,,NA,R,Fibronectin type 3 domain
COG3402,K09167,,,NA,S,Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain
COG3403,K09190,,,NA,S,Uncharacterized protein YcgG, contains conserved FPC and CPF motifs
COG3404,K01746,,,NA,E,Formiminotetrahydrofolate cyclodeaminase
COG3405,K15531,,,NA,G,Endo-1,4-beta-D-glucanase Y
COG3405,K20542,,,NA,G,Endo-1,4-beta-D-glucanase Y
COG3407,K22813,,,NA,I,Mevalonate pyrophosphate decarboxylase
COG3407,K17942,,,NA,I,Mevalonate pyrophosphate decarboxylase
COG3407,K01597,,,NA,I,Mevalonate pyrophosphate decarboxylase
COG3407,K18689,,,NA,I,Mevalonate pyrophosphate decarboxylase
COG3410,K09384,,,NA,S,Uncharacterized protein, DUF2075 family
COG3412,K05881,,,NA,T,PTS-EIIA-like component DhaM of the dihydroxyacetone kinase DhaKLM complex
COG3413,K06930,,,NA,R,Predicted DNA binding protein, contains HTH domain
COG3414,K02822,,,NA,G,Phosphotransferase system, galactitol-specific IIB component
COG3415,K07499,,,NA,X,Transposase
COG3416,K09945,,,NA,S,Uncharacterized protein
COG3417,K07337,,,NA,M,Outer membrane lipoprotein LpoB, binds and activates PBP1b
COG3418,K02399,,,NA,NU,Flagellar biosynthesis/type III secretory pathway chaperone
COG3419,K02674,,,NA,NW,Tfp pilus assembly protein, tip-associated adhesin PilY1
COG3420,K07218,,,NA,P,Nitrous oxidase accessory protein NosD, contains tandem CASH domains
COG3420,K01795,,,NA,P,Nitrous oxidase accessory protein NosD, contains tandem CASH domains
COG3422,K09946,,,NA,S,Uncharacterized conserved protein YegP, UPF0339 family
COG3423,K07724,,,NA,K,Predicted transcriptional regulator, lambda repressor-like DNA-binding domain
COG3424,K15431,,,NA,Q,Predicted naringenin-chalcone synthase
COG3424,K16167,,,NA,Q,Predicted naringenin-chalcone synthase
COG3424,K16233,,,NA,Q,Predicted naringenin-chalcone synthase
COG3424,K16424,,,NA,Q,Predicted naringenin-chalcone synthase
COG3424,K19580,,,NA,Q,Predicted naringenin-chalcone synthase
COG3425,K01641,,,NA,I,3-hydroxy-3-methylglutaryl CoA synthase
COG3425,K22838,,,NA,I,3-hydroxy-3-methylglutaryl CoA synthase
COG3425,K15311,,,NA,I,3-hydroxy-3-methylglutaryl CoA synthase
COG3426,K00929,,,NA,C,Butyrate kinase
COG3427,K09386,,,NA,C,Carbon monoxide dehydrogenase subunit G
COG3428,K08981,,,NA,S,Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain
COG3436,K07484,,,NA,X,Transposase
COG3437,K13815,,,NA,T,Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains
COG3437,K07814,,,NA,T,Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains
COG3440,K07454,,,NA,V,Predicted restriction endonuclease
COG3442,K07009,,,NA,R,Glutamine amidotransferase related to the GATase domain of CobQ
COG3444,K02794,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3444,K10984,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3444,K02745,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3444,K17465,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3444,K02813,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3444,K19507,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3444,K11195,,,NA,G,Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
COG3445,K06866,,,NA,H,Autonomous glycyl radical cofactor GrcA
COG3448,K07168,,,NA,T,CBS-domain-containing membrane protein
COG3449,K07471,,,NA,L,DNA gyrase inhibitor GyrI
COG3449,K07470,,,NA,L,DNA gyrase inhibitor GyrI
COG3450,K06995,,,NA,R,Predicted enzyme of the cupin superfamily
COG3451,K12053,,,NA,U,Type IV secretory pathway, VirB4 component
COG3451,K20530,,,NA,U,Type IV secretory pathway, VirB4 component
COG3451,K03199,,,NA,U,Type IV secretory pathway, VirB4 component
COG3451,K12080,,,NA,U,Type IV secretory pathway, VirB4 component
COG3451,K12108,,,NA,U,Type IV secretory pathway, VirB4 component
COG3454,K06162,,,NA,P,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM
COG3455,K11892,,,NA,U,Type VI protein secretion system component VasF
COG3456,K07169,,,NA,TU,Predicted component of the type VI protein secretion system, contains a FHA domain
COG3456,K11894,,,NA,TU,Predicted component of the type VI protein secretion system, contains a FHA domain
COG3456,K11913,,,NA,TU,Predicted component of the type VI protein secretion system, contains a FHA domain
COG3458,K01060,,,NA,Q,Cephalosporin-C deacetylase or related acetyl esterase
COG3459,K18675,,,NA,G,Cellobiose phosphorylase
COG3459,K13688,,,NA,G,Cellobiose phosphorylase
COG3459,K18786,,,NA,G,Cellobiose phosphorylase
COG3459,K21298,,,NA,G,Cellobiose phosphorylase
COG3460,K02610,,,NA,Q,1,2-phenylacetyl-CoA epoxidase, PaaB subunit
COG3461,K09700,,,NA,S,Uncharacterized protein
COG3462,K08982,,,NA,S,Uncharacterized membrane protein
COG3464,K07485,,,NA,X,Transposase
COG3465,K09388,,,NA,S,Uncharacterized protein YwgA
COG3467,K07005,,,NA,V,Nitroimidazol reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily
COG3468,K12679,,,NA,MU,Type V secretory pathway, adhesin AidA
COG3468,K12680,,,NA,MU,Type V secretory pathway, adhesin AidA
COG3468,K12687,,,NA,MU,Type V secretory pathway, adhesin AidA
COG3468,K07279,,,NA,MU,Type V secretory pathway, adhesin AidA
COG3468,K12678,,,NA,MU,Type V secretory pathway, adhesin AidA
COG3470,K07230,,,NA,MI,Uncharacterized protein probably involved in high-affinity Fe2+ transport
COG3473,K01799,,,NA,Q,Maleate cis-trans isomerase
COG3474,K08738,,,NA,C,Cytochrome c2
COG3475,K07271,,,NA,I,Phosphorylcholine metabolism protein LicD
COG3476,K07185,,,NA,T,Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)
COG3476,K05770,,,NA,T,Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)
COG3477,K08996,,,NA,S,Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family
COG3478,K07069,,,NA,R,Predicted nucleic-acid-binding protein, contains Zn-ribbon domain
COG3479,K13727,,,NA,Q,Phenolic acid decarboxylase
COG3480,K07177,,,NA,T,Predicted secreted protein containing a PDZ domain
COG3481,K03698,,,NA,J,3'-5' exoribonuclease YhaM, can participate in 23S rRNA maturation,  HD superfamily
COG3481,K17487,,,NA,J,3'-5' exoribonuclease YhaM, can participate in 23S rRNA maturation,  HD superfamily
COG3483,K00453,,,NA,E,Tryptophan 2,3-dioxygenase (vermilion)
COG3484,K07395,,,NA,O,Predicted proteasome-type protease
COG3485,K00448,,,NA,Q,Protocatechuate 3,4-dioxygenase beta subunit
COG3485,K00449,,,NA,Q,Protocatechuate 3,4-dioxygenase beta subunit
COG3486,K10531,,,NA,Q,Lysine/ornithine N-monooxygenase
COG3486,K03897,,,NA,Q,Lysine/ornithine N-monooxygenase
COG3487,K07231,,,NA,S,Uncharacterized iron-regulated protein
COG3489,K07338,,,NA,S,Predicted periplasmic lipoprotein
COG3490,K09947,,,NA,S,Uncharacterized protein
COG3491,K21036,,,NA,Q,Isopenicillin N synthase and related dioxygenases
COG3491,K21815,,,NA,Q,Isopenicillin N synthase and related dioxygenases
COG3492,K09948,,,NA,S,Uncharacterized protein
COG3493,K11616,,,NA,C,Na+/citrate or Na+/malate symporter
COG3494,K09949,,,NA,S,Uncharacterized conserved protein, DUF1009 family
COG3495,K09950,,,NA,S,Uncharacterized protein
COG3496,K09701,,,NA,S,Uncharacterized conserved protein, DUF1365 family
COG3497,K06907,,,NA,X,Phage tail sheath protein FI
COG3498,K06908,,,NA,X,Phage tail tube protein FII
COG3499,K06906,,,NA,X,Phage protein U
COG3500,K06905,,,NA,X,Phage protein D
COG3501,K11904,,,NA,UXR,Uncharacterized conserved protein, implicated in type VI secretion and phage assembly
COG3504,K12093,,,NA,U,Type IV secretory pathway, VirB9 components
COG3504,K20532,,,NA,U,Type IV secretory pathway, VirB9 components
COG3504,K03204,,,NA,U,Type IV secretory pathway, VirB9 components
COG3504,K12049,,,NA,U,Type IV secretory pathway, VirB9 components
COG3504,K12085,,,NA,U,Type IV secretory pathway, VirB9 components
COG3505,K12090,,,NA,U,Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
COG3505,K03205,,,NA,U,Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
COG3506,K09702,,,NA,S,Regulation of enolase protein 1 (function unknown), concanavalin A-like superfamily
COG3507,K06113,,,NA,G,Beta-xylosidase
COG3507,K01198,,,NA,G,Beta-xylosidase
COG3508,K00451,,,NA,Q,Homogentisate 1,2-dioxygenase
COG3509,K03932,,,NA,Q,Poly(3-hydroxybutyrate) depolymerase
COG3511,K01114,,,NA,M,Phospholipase C
COG3511,K16619,,,NA,M,Phospholipase C
COG3512,K09951,,,NA,V,CRISPR/Cas system-associated protein Cas2, endoribonuclease
COG3513,K09952,,,NA,V,CRISPR/Cas system Type II  associated protein, contains McrA/HNH and RuvC-like nuclease domains
COG3515,K11910,,,NA,U,Predicted component of the type VI protein secretion system
COG3515,K11911,,,NA,U,Predicted component of the type VI protein secretion system
COG3515,K11902,,,NA,U,Predicted component of the type VI protein secretion system
COG3516,K11901,,,NA,U,Predicted component of the type VI protein secretion system
COG3517,K11900,,,NA,U,Predicted component of the type VI protein secretion system
COG3518,K11919,,,NA,U,Predicted component of the type VI protein secretion system
COG3518,K11897,,,NA,U,Predicted component of the type VI protein secretion system
COG3518,K11905,,,NA,U,Predicted component of the type VI protein secretion system
COG3519,K11896,,,NA,U,Type VI protein secretion system component VasA
COG3520,K11895,,,NA,U,Predicted component of the type VI protein secretion system
COG3521,K11906,,,NA,U,Predicted component of the type VI protein secretion system
COG3522,K11893,,,NA,U,Predicted component of the type VI protein secretion system
COG3523,K12210,,,NA,U,Type VI protein secretion system component VasK
COG3523,K11891,,,NA,U,Type VI protein secretion system component VasK
COG3524,K22922,,,NA,M,Capsule polysaccharide export protein KpsE/RkpR
COG3524,K10107,,,NA,M,Capsule polysaccharide export protein KpsE/RkpR
COG3525,K12373,,,NA,G,N-acetyl-beta-hexosaminidase
COG3526,K07401,,,NA,S,Predicted selenoprotein, Rdx family
COG3527,K01575,,,NA,Q,Alpha-acetolactate decarboxylase
COG3528,K09953,,,NA,S,Uncharacterized protein
COG3529,K07070,,,NA,R,Predicted nucleic-acid-binding protein, contains Zn-ribbon domain
COG3530,K09954,,,NA,S,Uncharacterized conserved protein, DUF3820 family
COG3531,K07396,,,NA,O,Predicted protein-disulfide isomerase , contains CxxC motif
COG3533,K09955,,,NA,S,Uncharacterized conserved protein, DUF1680 family
COG3534,K01209,,,NA,G,Alpha-L-arabinofuranosidase
COG3535,K09703,,,NA,S,Uncharacterized conserved protein, DUF917 family
COG3538,K09704,,,NA,S,Meiotically up-regulated gene 157 (Mug157) protein (function unknown)
COG3539,K07351,,,NA,N,Pilin (type 1 fimbria component protein)
COG3539,K07345,,,NA,N,Pilin (type 1 fimbria component protein)
COG3539,K07355,,,NA,N,Pilin (type 1 fimbria component protein)
COG3539,K07352,,,NA,N,Pilin (type 1 fimbria component protein)
COG3539,K07348,,,NA,N,Pilin (type 1 fimbria component protein)
COG3539,K07349,,,NA,N,Pilin (type 1 fimbria component protein)
